HomeTeam,AwayTeam,FTHG,FTAG,FTR
Charlton,Middlesbrough,1,0,H
Chelsea,Coventry,6,1,H
Liverpool,Leicester,1,0,H
Man United,Leeds,3,0,H
Newcastle,Everton,0,1,A
Tottenham,Derby,3,1,H
West Ham,Arsenal,1,2,A
Aston Villa,Sunderland,0,0,D
Southampton,Man City,0,2,A
Arsenal,Man City,5,0,H
Aston Villa,Charlton,2,1,H
Chelsea,Tottenham,3,0,H
Ipswich,Middlesbrough,2,1,H
Leicester,Derby,2,1,H
Man United,Southampton,5,0,H
Sunderland,Coventry,1,0,H
West Ham,Newcastle,1,0,H
Bradford,Leeds,1,1,D
Liverpool,Everton,3,1,H
Charlton,Bradford,2,0,H
Coventry,Man United,1,2,A
Leeds,Liverpool,4,3,H
Man City,Leicester,0,1,A
Middlesbrough,Arsenal,0,1,A
Newcastle,Ipswich,2,1,H
Southampton,Chelsea,3,2,H
Tottenham,Sunderland,2,1,H
Everton,Aston Villa,0,1,A
Derby,West Ham,0,0,D
Arsenal,Derby,0,0,D
Aston Villa,Tottenham,2,0,H
Bradford,Everton,0,1,A
Ipswich,Charlton,2,0,H
Leicester,Newcastle,1,1,D
Man United,Middlesbrough,2,1,H
Sunderland,Southampton,2,2,D
West Ham,Man City,4,1,H
Chelsea,Leeds,1,1,D
Liverpool,Coventry,4,1,H
Charlton,Chelsea,2,0,H
Derby,Bradford,2,0,H
Everton,Arsenal,2,0,H
Leeds,West Ham,0,1,A
Man City,Man United,0,1,A
Middlesbrough,Leicester,0,3,A
Newcastle,Sunderland,1,2,A
Southampton,Aston Villa,2,0,H
Tottenham,Liverpool,2,1,H
Coventry,Ipswich,0,1,A
Charlton,Sunderland,0,1,A
Coventry,Aston Villa,1,1,D
Derby,Man United,0,3,A
Everton,Chelsea,2,1,H
Man City,Ipswich,2,3,A
Middlesbrough,Bradford,2,2,D
Southampton,West Ham,2,3,A
Tottenham,Leicester,3,0,H
Leeds,Arsenal,1,0,H
Newcastle,Liverpool,2,1,H
Arsenal,Southampton,1,0,H
Aston Villa,Newcastle,1,1,D
Bradford,Coventry,2,1,H
Ipswich,Derby,0,1,A
Leicester,Leeds,3,1,H
Liverpool,Charlton,3,0,H
Man United,Tottenham,2,0,H
West Ham,Middlesbrough,1,0,H
Chelsea,Man City,2,1,H
Sunderland,Everton,2,0,H
Arsenal,Newcastle,5,0,H
Bradford,Tottenham,3,3,D
Charlton,Man United,3,3,D
Chelsea,Derby,4,1,H
Man City,Everton,5,0,H
Southampton,Leeds,1,0,H
Sunderland,Middlesbrough,1,0,H
West Ham,Aston Villa,1,1,D
Coventry,Leicester,1,0,H
Liverpool,Ipswich,0,1,A
Aston Villa,Man City,2,2,D
Derby,Coventry,1,0,H
Everton,West Ham,1,1,D
Ipswich,Southampton,3,1,H
Leeds,Sunderland,2,0,H
Leicester,Charlton,3,1,H
Middlesbrough,Chelsea,1,0,H
Newcastle,Bradford,2,1,H
Man United,Liverpool,0,1,A
Tottenham,Arsenal,1,1,D
Coventry,Southampton,1,1,D
Charlton,Everton,1,0,H
Chelsea,Bradford,3,0,H
Derby,Newcastle,2,0,H
Leeds,Aston Villa,1,2,A
Leicester,West Ham,2,1,H
Liverpool,Arsenal,4,0,H
Man United,Ipswich,2,0,H
Sunderland,Man City,1,0,H
Tottenham,Middlesbrough,0,0,D
Arsenal,Leicester,6,1,H
Aston Villa,Man United,0,1,A
Bradford,Sunderland,1,4,A
Everton,Coventry,1,2,A
Ipswich,Chelsea,2,2,D
Man City,Derby,0,0,D
Middlesbrough,Liverpool,1,0,H
Newcastle,Leeds,2,1,H
West Ham,Charlton,5,0,H
Southampton,Tottenham,2,0,H
Arsenal,Sunderland,2,2,D
Ipswich,Tottenham,3,0,H
Man City,Charlton,1,4,A
Middlesbrough,Coventry,1,1,D
Newcastle,Man United,1,1,D
Southampton,Derby,1,0,H
Charlton,Arsenal,1,0,H
Chelsea,Aston Villa,1,0,H
Coventry,Man City,1,1,D
Derby,Everton,1,0,H
Leeds,Middlesbrough,1,1,D
Leicester,Bradford,1,2,A
Liverpool,Southampton,2,1,H
Man United,West Ham,3,1,H
Sunderland,Ipswich,4,1,H
Tottenham,Newcastle,4,2,H
Arsenal,Chelsea,1,1,D
Aston Villa,Liverpool,0,3,A
Bradford,Man United,0,3,A
Everton,Tottenham,0,0,D
Man City,Leeds,0,4,A
Middlesbrough,Derby,4,0,H
Newcastle,Coventry,3,1,H
Southampton,Charlton,0,0,D
West Ham,Sunderland,0,2,A
Ipswich,Leicester,2,0,H
Chelsea,Ipswich,4,1,H
Coventry,Everton,1,3,A
Derby,Man City,1,1,D
Leeds,Newcastle,1,3,A
Leicester,Arsenal,0,0,D
Liverpool,Middlesbrough,0,0,D
Man United,Aston Villa,2,0,H
Tottenham,Southampton,0,0,D
Sunderland,Bradford,0,0,D
Charlton,West Ham,1,1,D
Aston Villa,Leeds,1,2,A
Arsenal,Bradford,2,0,H
Charlton,Derby,2,1,H
Chelsea,Newcastle,3,1,H
Everton,Middlesbrough,2,2,D
Leeds,Coventry,1,0,H
Man City,Liverpool,1,1,D
Southampton,Leicester,1,0,H
Sunderland,Man United,0,1,A
West Ham,Tottenham,0,0,D
Bradford,Aston Villa,0,3,A
Coventry,Arsenal,0,1,A
Derby,Sunderland,1,0,H
Ipswich,Leeds,1,2,A
Leicester,Chelsea,2,1,H
Liverpool,West Ham,3,0,H
Man United,Everton,1,0,H
Middlesbrough,Man City,1,1,D
Tottenham,Charlton,0,0,D
Everton,Leeds,2,2,D
Arsenal,Ipswich,1,0,H
Aston Villa,Middlesbrough,1,1,D
Chelsea,Man United,1,1,D
Everton,Leicester,2,1,H
Leeds,Derby,0,0,D
Man City,Tottenham,0,1,A
Southampton,Bradford,2,0,H
Sunderland,Liverpool,1,1,D
Charlton,Newcastle,2,0,H
West Ham,Coventry,1,1,D
Bradford,West Ham,1,2,A
Coventry,Charlton,2,2,D
Derby,Aston Villa,1,0,H
Ipswich,Everton,2,0,H
Leicester,Sunderland,2,0,H
Middlesbrough,Southampton,0,1,A
Newcastle,Man City,0,1,A
Tottenham,Leeds,1,2,A
Man United,Arsenal,6,1,H
Arsenal,West Ham,3,0,H
Coventry,Chelsea,0,0,D
Derby,Tottenham,2,1,H
Everton,Newcastle,1,1,D
Leeds,Man United,1,1,D
Leicester,Liverpool,2,0,H
Man City,Southampton,0,1,A
Middlesbrough,Charlton,0,0,D
Ipswich,Bradford,3,1,H
Sunderland,Aston Villa,1,1,D
West Ham,Chelsea,0,2,A
Aston Villa,Ipswich,2,1,H
Bradford,Man City,2,2,D
Charlton,Leeds,1,2,A
Chelsea,Sunderland,2,4,A
Man United,Leicester,2,0,H
Newcastle,Middlesbrough,1,2,A
Southampton,Everton,1,0,H
Tottenham,Coventry,3,0,H
West Ham,Ipswich,0,1,A
Aston Villa,Arsenal,0,0,D
Liverpool,Derby,1,1,D
Arsenal,Tottenham,2,0,H
Bradford,Newcastle,2,2,D
Chelsea,Middlesbrough,2,1,H
Coventry,Derby,2,0,H
Liverpool,Man United,2,0,H
Man City,Aston Villa,1,3,A
Sunderland,Leeds,0,2,A
West Ham,Everton,0,2,A
Charlton,Leicester,2,0,H
Southampton,Ipswich,0,3,A
Aston Villa,Leicester,2,1,H
Aston Villa,West Ham,2,2,D
Derby,Chelsea,0,4,A
Leeds,Southampton,2,0,H
Leicester,Coventry,1,3,A
Everton,Man City,3,1,H
Middlesbrough,Sunderland,0,0,D
Ipswich,Liverpool,1,1,D
Man United,Charlton,2,1,H
Tottenham,Bradford,2,1,H
Man City,Arsenal,0,4,A
Bradford,Charlton,2,0,H
Liverpool,Leeds,1,2,A
Arsenal,Middlesbrough,0,3,A
Aston Villa,Everton,2,1,H
Chelsea,Southampton,1,0,H
Ipswich,Newcastle,1,0,H
Leicester,Man City,1,2,A
Man United,Coventry,4,2,H
Sunderland,Tottenham,2,3,A
West Ham,Derby,3,1,H
Coventry,Sunderland,1,0,H
Derby,Leicester,2,0,H
Everton,Liverpool,2,3,A
Middlesbrough,Ipswich,1,2,A
Newcastle,West Ham,2,1,H
Charlton,Aston Villa,3,3,D
Tottenham,Chelsea,0,3,A
Arsenal,Everton,4,1,H
Aston Villa,Southampton,0,0,D
Bradford,Derby,2,0,H
Chelsea,Charlton,0,1,A
Ipswich,Coventry,2,0,H
Leicester,Middlesbrough,0,3,A
Man United,Man City,1,1,D
Sunderland,Newcastle,1,1,D
West Ham,Leeds,0,2,A
Liverpool,Tottenham,3,1,H
Coventry,Liverpool,0,2,A
Derby,Arsenal,1,2,A
Everton,Bradford,2,1,H
Leeds,Chelsea,2,0,H
Man City,West Ham,1,0,H
Middlesbrough,Man United,0,2,A
Newcastle,Leicester,1,0,H
Southampton,Sunderland,0,1,A
Tottenham,Aston Villa,0,0,D
Charlton,Ipswich,2,1,H
Bradford,Liverpool,0,2,A
Newcastle,Southampton,1,1,D
Arsenal,Leeds,2,1,H
Aston Villa,Coventry,3,2,H
Bradford,Middlesbrough,1,1,D
Chelsea,Everton,2,1,H
Leicester,Tottenham,4,2,H
Liverpool,Newcastle,3,0,H
Man United,Derby,0,1,A
Sunderland,Charlton,3,2,H
West Ham,Southampton,3,0,H
Ipswich,Man City,2,1,H
Liverpool,Chelsea,2,2,D
Leeds,Bradford,6,1,H
Southampton,Man United,2,1,H
Newcastle,Arsenal,0,0,D
Charlton,Liverpool,0,4,A
Coventry,Bradford,0,0,D
Derby,Ipswich,1,1,D
Everton,Sunderland,2,2,D
Leeds,Leicester,3,1,H
Man City,Chelsea,1,2,A
Middlesbrough,West Ham,2,1,H
Newcastle,Aston Villa,3,0,H
Southampton,Arsenal,3,2,H
Tottenham,Man United,3,1,H
Charlton,Everton,1,2,A
Derby,Blackburn,2,1,H
Leeds,Southampton,2,0,H
Leicester,Bolton,0,5,A
Liverpool,West Ham,2,1,H
Middlesbrough,Arsenal,0,4,A
Sunderland,Ipswich,1,0,H
Tottenham,Aston Villa,0,0,D
Chelsea,Newcastle,1,1,D
Man United,Fulham,3,2,H
Everton,Tottenham,1,1,D
Arsenal,Leeds,1,2,A
Bolton,Middlesbrough,1,0,H
Ipswich,Derby,3,1,H
Blackburn,Man United,2,2,D
Fulham,Sunderland,2,0,H
Arsenal,Leicester,4,0,H
Blackburn,Tottenham,2,1,H
Everton,Middlesbrough,2,0,H
Fulham,Derby,0,0,D
Ipswich,Charlton,0,1,A
Southampton,Chelsea,0,2,A
West Ham,Leeds,0,0,D
Aston Villa,Man United,1,1,D
Newcastle,Sunderland,1,1,D
Bolton,Liverpool,2,1,H
Chelsea,Arsenal,1,1,D
Derby,West Ham,0,0,D
Leeds,Bolton,0,0,D
Leicester,Ipswich,1,1,D
Liverpool,Aston Villa,1,3,A
Man United,Everton,4,1,H
Middlesbrough,Newcastle,1,4,A
Sunderland,Blackburn,1,0,H
Charlton,Fulham,1,1,D
Tottenham,Southampton,2,0,H
Bolton,Southampton,0,1,A
Derby,Leicester,2,3,A
Everton,Liverpool,1,3,A
Fulham,Arsenal,1,3,A
Middlesbrough,West Ham,2,0,H
Newcastle,Man United,4,3,H
Aston Villa,Sunderland,0,0,D
Charlton,Leeds,0,2,A
Ipswich,Blackburn,1,1,D
Tottenham,Chelsea,2,3,A
Leicester,Middlesbrough,1,2,A
Blackburn,Bolton,1,1,D
Sunderland,Tottenham,1,2,A
Arsenal,Bolton,1,1,D
Blackburn,Everton,1,0,H
Leicester,Fulham,0,0,D
Liverpool,Tottenham,1,0,H
Man United,Ipswich,4,0,H
Sunderland,Charlton,2,2,D
Chelsea,Middlesbrough,2,2,D
Leeds,Derby,3,0,H
West Ham,Newcastle,3,0,H
Southampton,Aston Villa,1,3,A
Newcastle,Leicester,1,0,H
Bolton,Sunderland,0,2,A
Charlton,Leicester,2,0,H
Derby,Arsenal,0,2,A
Everton,West Ham,5,0,H
Middlesbrough,Southampton,1,3,A
Tottenham,Man United,3,5,A
Aston Villa,Blackburn,2,0,H
Fulham,Chelsea,1,1,D
Ipswich,Leeds,1,2,A
Newcastle,Liverpool,0,2,A
Bolton,Newcastle,0,4,A
Charlton,Middlesbrough,0,0,D
Chelsea,Leicester,2,0,H
Ipswich,Everton,0,0,D
Liverpool,Leeds,1,1,D
Southampton,Arsenal,0,2,A
Sunderland,Man United,1,3,A
Aston Villa,Fulham,2,0,H
Blackburn,West Ham,7,1,H
Tottenham,Derby,3,1,H
Arsenal,Blackburn,3,3,D
Derby,Charlton,1,1,D
Everton,Aston Villa,3,2,H
Leicester,Liverpool,1,4,A
Man United,Bolton,1,2,A
West Ham,Southampton,2,0,H
Fulham,Ipswich,1,1,D
Leeds,Chelsea,0,0,D
Newcastle,Tottenham,0,2,A
Middlesbrough,Sunderland,2,0,H
Aston Villa,Charlton,1,0,H
Southampton,Ipswich,3,3,D
West Ham,Chelsea,2,1,H
Aston Villa,Bolton,3,2,H
Charlton,Liverpool,0,2,A
Everton,Newcastle,1,3,A
Fulham,Southampton,2,1,H
Man United,Leeds,1,1,D
Sunderland,Arsenal,1,1,D
Tottenham,Middlesbrough,2,1,H
Derby,Chelsea,1,1,D
Ipswich,West Ham,2,3,A
Blackburn,Leicester,0,0,D
Bolton,Everton,2,2,D
Leicester,Sunderland,1,0,H
Middlesbrough,Derby,5,1,H
Newcastle,Aston Villa,3,0,H
Southampton,Blackburn,1,2,A
West Ham,Fulham,0,2,A
Arsenal,Charlton,2,4,A
Chelsea,Ipswich,2,1,H
Leeds,Tottenham,2,1,H
Liverpool,Man United,3,1,H
Aston Villa,Middlesbrough,0,0,D
Blackburn,Liverpool,1,1,D
Derby,Southampton,1,0,H
Fulham,Newcastle,3,1,H
Man United,Leicester,2,0,H
Tottenham,Arsenal,1,1,D
Everton,Chelsea,0,0,D
Ipswich,Bolton,1,2,A
Sunderland,Leeds,2,0,H
Charlton,West Ham,4,4,D
Bolton,Fulham,0,0,D
Chelsea,Blackburn,0,0,D
Leicester,Everton,0,0,D
Newcastle,Derby,1,0,H
Southampton,Charlton,1,0,H
West Ham,Tottenham,0,1,A
Arsenal,Man United,3,1,H
Leeds,Aston Villa,1,1,D
Liverpool,Sunderland,1,0,H
Middlesbrough,Ipswich,0,0,D
Aston Villa,Leicester,0,2,A
Blackburn,Middlesbrough,0,1,A
Charlton,Newcastle,1,1,D
Derby,Liverpool,0,1,A
Ipswich,Arsenal,0,2,A
Man United,Chelsea,0,3,A
Sunderland,West Ham,1,0,H
Everton,Southampton,2,0,H
Fulham,Leeds,0,0,D
Tottenham,Bolton,3,2,H
Chelsea,Charlton,0,1,A
West Ham,Aston Villa,1,1,D
Charlton,Tottenham,3,1,H
Derby,Bolton,1,0,H
Fulham,Everton,2,0,H
Leicester,Southampton,0,4,A
Liverpool,Middlesbrough,2,0,H
Man United,West Ham,0,1,A
Arsenal,Aston Villa,3,2,H
Blackburn,Leeds,1,2,A
Ipswich,Newcastle,0,1,A
Sunderland,Chelsea,0,0,D
Liverpool,Fulham,0,0,D
Man United,Derby,5,0,H
Bolton,Charlton,0,0,D
Everton,Derby,1,0,H
Middlesbrough,Man United,0,1,A
Newcastle,Blackburn,2,1,H
Southampton,Sunderland,2,0,H
Tottenham,Fulham,4,0,H
West Ham,Arsenal,1,1,D
Chelsea,Liverpool,4,0,H
Leeds,Leicester,2,2,D
Aston Villa,Ipswich,2,1,H
Arsenal,Newcastle,1,3,A
Leeds,Everton,3,2,H
Charlton,Blackburn,0,2,A
Derby,Aston Villa,3,1,H
Leeds,Newcastle,3,4,A
Leicester,West Ham,1,1,D
Man United,Southampton,6,1,H
Sunderland,Everton,1,0,H
Tottenham,Ipswich,1,2,A
Chelsea,Bolton,5,1,H
Liverpool,Arsenal,1,2,A
Arsenal,Chelsea,2,1,H
Aston Villa,Liverpool,1,2,A
Blackburn,Sunderland,0,3,A
Bolton,Leeds,0,3,A
Everton,Man United,0,2,A
Fulham,Charlton,0,0,D
Ipswich,Leicester,2,0,H
Newcastle,Middlesbrough,3,0,H
Southampton,Tottenham,1,0,H
West Ham,Derby,4,0,H
Arsenal,Middlesbrough,2,1,H
Aston Villa,Tottenham,1,1,D
Blackburn,Derby,0,1,A
Bolton,Leicester,2,2,D
Everton,Charlton,0,3,A
Ipswich,Sunderland,5,0,H
Newcastle,Chelsea,1,2,A
Southampton,Leeds,0,1,A
West Ham,Liverpool,1,1,D
Fulham,Man United,2,3,A
Charlton,Ipswich,3,2,H
Chelsea,Southampton,2,4,A
Leeds,West Ham,3,0,H
Liverpool,Bolton,1,1,D
Middlesbrough,Everton,1,0,H
Sunderland,Aston Villa,1,1,D
Tottenham,Blackburn,1,0,H
Derby,Fulham,0,1,A
Man United,Newcastle,3,1,H
Southampton,Liverpool,2,0,H
Aston Villa,Derby,2,1,H
Blackburn,Charlton,4,1,H
Bolton,Chelsea,2,2,D
Everton,Sunderland,1,0,H
Fulham,Middlesbrough,2,1,H
Ipswich,Tottenham,2,1,H
Newcastle,Leeds,3,1,H
West Ham,Leicester,1,0,H
Arsenal,Liverpool,1,1,D
Southampton,Man United,1,3,A
Derby,Ipswich,1,3,A
Leicester,Newcastle,0,0,D
Liverpool,Southampton,1,1,D
Man United,Blackburn,2,1,H
Middlesbrough,Bolton,1,1,D
Sunderland,Fulham,1,1,D
Tottenham,Everton,1,1,D
Chelsea,West Ham,5,1,H
Leeds,Arsenal,1,1,D
Charlton,Aston Villa,1,2,A
Man United,Liverpool,0,1,A
Leicester,Arsenal,1,3,A
Bolton,Man United,0,4,A
Charlton,Derby,1,0,H
Sunderland,Middlesbrough,0,1,A
Aston Villa,Everton,0,0,D
Blackburn,Arsenal,2,3,A
Chelsea,Leeds,2,0,H
Ipswich,Fulham,1,0,H
Liverpool,Leicester,1,0,H
Southampton,West Ham,2,0,H
Tottenham,Newcastle,1,3,A
Arsenal,Southampton,1,1,D
Derby,Tottenham,1,0,H
Everton,Ipswich,1,2,A
Fulham,Aston Villa,0,0,D
Leicester,Chelsea,2,3,A
Man United,Sunderland,4,1,H
Newcastle,Bolton,3,2,H
West Ham,Blackburn,2,0,H
Leeds,Liverpool,0,4,A
Middlesbrough,Charlton,0,0,D
Aston Villa,Chelsea,1,1,D
Bolton,West Ham,1,0,H
Derby,Sunderland,0,1,A
Fulham,Blackburn,2,0,H
Ipswich,Liverpool,0,6,A
Middlesbrough,Leeds,2,2,D
Newcastle,Southampton,3,1,H
Tottenham,Leicester,2,1,H
Charlton,Man United,0,2,A
Everton,Arsenal,0,1,A
Middlesbrough,Fulham,2,1,H
Arsenal,Fulham,4,1,H
Leicester,Derby,0,3,A
Liverpool,Everton,1,1,D
Man United,Aston Villa,1,0,H
Southampton,Bolton,0,0,D
West Ham,Middlesbrough,1,0,H
Leeds,Charlton,0,0,D
Sunderland,Newcastle,0,1,A
Aston Villa,West Ham,2,1,H
Bolton,Blackburn,1,1,D
Charlton,Chelsea,2,1,H
Fulham,Liverpool,0,2,A
Ipswich,Southampton,1,3,A
Middlesbrough,Leicester,1,0,H
Newcastle,Arsenal,0,2,A
Tottenham,Sunderland,2,1,H
Derby,Man United,2,2,D
Everton,Leeds,0,0,D
Arsenal,Derby,1,0,H
Blackburn,Aston Villa,3,0,H
Sunderland,Bolton,1,0,H
Chelsea,Fulham,3,2,H
Leeds,Ipswich,2,0,H
Liverpool,Newcastle,3,0,H
Man United,Tottenham,4,0,H
Southampton,Middlesbrough,1,1,D
West Ham,Everton,1,0,H
Leicester,Charlton,1,1,D
Blackburn,Ipswich,2,1,H
Chelsea,Tottenham,4,0,H
Bolton,Derby,1,3,A
Chelsea,Sunderland,4,0,H
Everton,Fulham,2,1,H
Middlesbrough,Liverpool,1,2,A
Newcastle,Ipswich,2,2,D
Southampton,Leicester,2,2,D
West Ham,Man United,3,5,A
Aston Villa,Arsenal,1,2,A
Leeds,Blackburn,3,1,H
Tottenham,Charlton,0,1,A
Charlton,Bolton,1,2,A
Derby,Everton,3,4,A
Ipswich,Aston Villa,0,0,D
Leicester,Leeds,0,2,A
Man United,Middlesbrough,0,1,A
Sunderland,Southampton,1,1,D
Fulham,Tottenham,0,2,A
Liverpool,Chelsea,1,0,H
Newcastle,Everton,6,2,H
Arsenal,Sunderland,3,0,H
Bolton,Aston Villa,3,2,H
Chelsea,Derby,2,1,H
Leeds,Man United,3,4,A
Leicester,Blackburn,2,1,H
Liverpool,Charlton,2,0,H
Middlesbrough,Tottenham,1,1,D
Southampton,Fulham,1,1,D
West Ham,Ipswich,3,1,H
Blackburn,Southampton,2,0,H
Charlton,Arsenal,0,3,A
Derby,Middlesbrough,0,1,A
Everton,Bolton,3,1,H
Fulham,West Ham,0,1,A
Ipswich,Chelsea,0,0,D
Sunderland,Leicester,2,1,H
Tottenham,Leeds,2,1,H
Aston Villa,Newcastle,1,1,D
Arsenal,Tottenham,2,1,H
Bolton,Ipswich,4,1,H
Chelsea,Everton,3,0,H
Leicester,Man United,0,1,A
Middlesbrough,Aston Villa,2,1,H
Southampton,Derby,2,0,H
West Ham,Charlton,2,0,H
Leeds,Sunderland,2,0,H
Newcastle,Fulham,1,1,D
Blackburn,Chelsea,0,0,D
Aston Villa,Leeds,0,1,A
Charlton,Southampton,1,1,D
Derby,Newcastle,2,3,A
Everton,Leicester,2,2,D
Sunderland,Liverpool,0,1,A
Tottenham,West Ham,1,1,D
Bolton,Tottenham,1,1,D
Chelsea,Man United,0,3,A
Leeds,Fulham,0,1,A
Leicester,Aston Villa,2,2,D
Liverpool,Derby,2,0,H
Middlesbrough,Blackburn,1,3,A
Newcastle,Charlton,3,0,H
Southampton,Everton,0,1,A
West Ham,Sunderland,3,0,H
Arsenal,Ipswich,2,0,H
Blackburn,Newcastle,2,2,D
Fulham,Bolton,3,0,H
Arsenal,West Ham,2,0,H
Ipswich,Middlesbrough,1,0,H
Aston Villa,Southampton,2,1,H
Charlton,Sunderland,2,2,D
Derby,Leeds,0,1,A
Fulham,Leicester,0,0,D
Ipswich,Man United,0,1,A
Middlesbrough,Chelsea,0,2,A
Newcastle,West Ham,3,1,H
Tottenham,Liverpool,1,0,H
Everton,Blackburn,1,2,A
Bolton,Arsenal,0,2,A
Liverpool,Blackburn,4,3,H
Man United,Arsenal,0,1,A
Arsenal,Everton,4,3,H
Blackburn,Fulham,3,0,H
Chelsea,Aston Villa,1,3,A
Leeds,Middlesbrough,1,0,H
Leicester,Tottenham,2,1,H
Liverpool,Ipswich,5,0,H
Man United,Charlton,0,0,D
Southampton,Newcastle,3,1,H
Sunderland,Derby,1,1,D
West Ham,Bolton,2,1,H
Blackburn,Sunderland,0,0,D
Charlton,Chelsea,2,3,A
Everton,Tottenham,2,2,D
Fulham,Bolton,4,1,H
Leeds,Man City,3,0,H
Man United,West Brom,1,0,H
Southampton,Middlesboro,0,0,D
Arsenal,Birmingham,2,0,H
Aston Villa,Liverpool,0,1,A
Newcastle,West Ham,4,0,H
Chelsea,Man United,2,2,D
Birmingham,Blackburn,0,1,A
Bolton,Charlton,1,2,A
Liverpool,Southampton,3,0,H
Man City,Newcastle,1,0,H
Middlesboro,Fulham,2,2,D
Sunderland,Everton,0,1,A
Tottenham,Aston Villa,1,0,H
West Brom,Leeds,1,3,A
West Ham,Arsenal,2,2,D
Arsenal,West Brom,5,2,H
Charlton,Tottenham,0,1,A
Aston Villa,Man City,1,0,H
Blackburn,Liverpool,2,2,D
Everton,Birmingham,1,1,D
Leeds,Sunderland,0,1,A
Southampton,Chelsea,1,1,D
Birmingham,Leeds,2,1,H
Man City,Everton,3,1,H
Middlesboro,Blackburn,1,0,H
Sunderland,Man United,1,1,D
Tottenham,Southampton,2,1,H
West Brom,Fulham,1,0,H
West Ham,Charlton,0,2,A
Bolton,Aston Villa,1,0,H
Chelsea,Arsenal,1,1,D
Liverpool,Newcastle,2,2,D
Man United,Middlesboro,1,0,H
Arsenal,Man City,2,1,H
Middlesboro,Sunderland,3,0,H
Aston Villa,Charlton,2,0,H
Blackburn,Chelsea,2,3,A
Fulham,Tottenham,3,2,H
Liverpool,Birmingham,2,2,D
Man United,Bolton,0,1,A
Newcastle,Leeds,0,2,A
Southampton,Everton,1,0,H
West Ham,West Brom,0,1,A
Bolton,Liverpool,2,3,A
Charlton,Arsenal,0,3,A
Chelsea,Newcastle,3,0,H
Everton,Middlesboro,2,1,H
Leeds,Man United,1,0,H
Sunderland,Fulham,0,3,A
West Brom,Southampton,1,0,H
Man City,Blackburn,2,2,D
Tottenham,West Ham,3,2,H
Birmingham,Aston Villa,3,0,H
Arsenal,Bolton,2,1,H
Liverpool,West Brom,2,0,H
Man United,Tottenham,1,0,H
Middlesboro,Birmingham,1,0,H
Newcastle,Sunderland,2,0,H
Southampton,Charlton,0,0,D
West Ham,Man City,0,0,D
Aston Villa,Everton,3,2,H
Blackburn,Leeds,1,0,H
Fulham,Chelsea,0,0,D
Birmingham,Newcastle,0,2,A
Bolton,Southampton,1,1,D
Charlton,Man United,1,3,A
Chelsea,West Ham,2,3,A
Everton,Fulham,2,0,H
Leeds,Arsenal,1,4,A
Man City,Liverpool,0,3,A
Sunderland,Aston Villa,1,0,H
Tottenham,Middlesboro,0,3,A
West Brom,Blackburn,0,2,A
Middlesboro,Bolton,2,0,H
Newcastle,West Brom,2,1,H
Southampton,Man City,2,0,H
West Ham,Birmingham,1,2,A
Arsenal,Sunderland,3,1,H
Aston Villa,Leeds,0,0,D
Blackburn,Tottenham,1,2,A
Fulham,Charlton,1,0,H
Liverpool,Chelsea,1,0,H
Man United,Everton,3,0,H
Blackburn,Newcastle,5,2,H
Everton,Arsenal,2,1,H
Fulham,Man United,1,1,D
Leeds,Liverpool,0,1,A
Man City,Chelsea,0,3,A
Sunderland,West Ham,0,1,A
West Brom,Birmingham,1,1,D
Charlton,Middlesboro,1,0,H
Tottenham,Bolton,3,1,H
Aston Villa,Southampton,0,1,A
Fulham,West Ham,0,1,A
Arsenal,Blackburn,1,2,A
Birmingham,Man City,0,2,A
Chelsea,West Brom,2,0,H
Liverpool,Tottenham,2,1,H
Man United,Aston Villa,1,1,D
Middlesboro,Leeds,2,2,D
Newcastle,Charlton,2,1,H
Southampton,Fulham,4,2,H
West Ham,Everton,0,1,A
Bolton,Sunderland,1,1,D
Birmingham,Bolton,3,1,H
Liverpool,West Ham,2,0,H
Man United,Southampton,2,1,H
West Brom,Man City,1,2,A
Blackburn,Aston Villa,0,0,D
Charlton,Sunderland,1,1,D
Fulham,Arsenal,0,1,A
Leeds,Everton,0,1,A
Tottenham,Chelsea,0,0,D
Newcastle,Middlesboro,2,0,H
Arsenal,Newcastle,1,0,H
Aston Villa,Fulham,3,1,H
Bolton,West Brom,1,1,D
Chelsea,Birmingham,3,0,H
Everton,Charlton,1,0,H
Man City,Man United,3,1,H
Middlesboro,Liverpool,1,0,H
Southampton,Blackburn,1,1,D
Sunderland,Tottenham,2,0,H
West Ham,Leeds,3,4,A
Arsenal,Tottenham,3,0,H
Chelsea,Middlesboro,1,0,H
Man City,Charlton,0,1,A
Newcastle,Southampton,2,1,H
West Brom,Aston Villa,0,0,D
Birmingham,Fulham,0,0,D
Blackburn,Everton,0,1,A
Leeds,Bolton,2,4,A
Liverpool,Sunderland,0,0,D
West Ham,Man United,1,1,D
Aston Villa,West Ham,4,1,H
Bolton,Chelsea,1,1,D
Everton,West Brom,1,0,H
Fulham,Liverpool,3,2,H
Man United,Newcastle,5,3,H
Middlesboro,Man City,3,1,H
Southampton,Arsenal,3,2,H
Sunderland,Birmingham,0,1,A
Charlton,Blackburn,3,1,H
Tottenham,Leeds,2,0,H
Arsenal,Aston Villa,3,1,H
Birmingham,Tottenham,1,1,D
Blackburn,Fulham,2,1,H
Chelsea,Sunderland,3,0,H
Man City,Bolton,2,0,H
West Brom,Middlesboro,1,0,H
Leeds,Charlton,1,2,A
